	序号NO.	地区REGION	产品类别CATEGORY	在华注册编号CHINA REG. NO.	所在地区注册编号OVERSEAS REG. NO.	企业名称NAME	生产场所地址ADDRESS	注册日期REG. DATE	注册有效期REG. EXPIRE DATE	状态STATE
2861	2862	中国台湾	其他饮料	CTWN24092201200065	Q-127470270-00000-3	伍鑫酵素工业有限公司	嘉义县民雄乡平和村双援6之2号	2022-01-20	2027-01-20	暂停进口
2862	2863	中国台湾	固体饮料	CTWN24082201180093	28511067	萬大酵素生物科技股份有限公司	中国台湾省台中市新社区中正里中和街五段118巷48号	2022-01-18	2027-01-18	有效
2863	2864	中国台湾	固体饮料	CTWN24082201180090	66-008206	义大生物科技有限公司太平厂	台中市太平区长龙路二段336巷8号	2022-01-18	2027-01-18	有效
2864	2865	中国台湾	固体饮料	CTWN24082201180095	A-113100657-00000-1	李錦利食品有限公司	臺北市万华区康定路187号	2022-01-18	2027-01-18	有效
2865	2866	中国台湾	茶叶类	CTWN21012201170060	M-200023575-00000-3	上豪茗茶实业有限公司	南投縣竹山鎮竹圍里前山路一段342號1樓	2022-01-17	2027-01-17	暂停进口
2866	2867	中国台湾	茶叶类	CTWN21012201170064	07015204	大同茶業股份有限公司	NO.22, Tzuchiang ST., Tu-cheang Ind., New Taipei City Taiwan R.O.C.	2022-01-17	2027-01-17	有效
2867	2868	中国台湾	茶叶类	CTWN21012201170061	28532106	皇翼股份有限公司	台中市神冈区社口里中山路938号1楼	2022-01-17	2027-01-17	有效
2868	2869	中国台湾	茶叶类	CTWN21012201170058	45303486	宏賓製茶園	南投縣竹山鎮福興里鯉南路２１６之６號	2022-01-17	2027-01-17	暂停进口
2869	2870	中国台湾	茶叶类	CTWN21012201170059	28817314	仲圖茶業有限公司	南投縣竹山鎮竹山里大明路330號	2022-01-17	2027-01-17	暂停进口
2870	2871	中国台湾	茶叶类	CTWN21012201170057	40920159	春曦名茶	嘉义县中埔乡和美村190之34号	2022-01-17	2027-01-17	暂停进口
2871	2872	中国台湾	坚果及籽类制品	CTWN22012201170010	B-186087286-00000-4	冠億食品股份有限公司	台中市西屯區工業區三十五路67號	2022-01-17	2027-01-17	暂停进口
2872	2873	中国台湾	茶叶类	CTWN21012201170062	27609181	川岳生物科技股份有限公司	中国台湾台南市仁德區保安里文賢路1段510號	2022-01-17	2027-01-17	有效
2873	2874	中国台湾	饼干、糕点、面包	CTWN25012201170078	53036750	培轩食品开发有限公司	台中市大里区中兴路一段二巷81弄19号	2022-01-17	2027-01-17	有效
2874	2875	中国台湾	糖浆	CTWN26042201170024	80164927	上島食品股份有限公司	新北市新店區安康路二段321號	2022-01-17	2027-01-17	暂停进口
2875	2876	中国台湾	糖果	CTWN27012201170034	27470270	伍鑫酵素工业有限公司	嘉义县民雄乡平和村双援段6—2号621	2022-01-17	2027-01-17	暂停进口
2876	2877	中国台湾	食糖	CTWN26022201170003	68000786	雅傳企業有限公司桃園廠	桃園市龜山區龍壽里萬壽路一段551巷1弄12號(2樓)	2022-01-17	2027-01-17	有效
2877	2878	中国台湾	饼干、糕点、面包	CTWN25012201170076	F-102090908-00001-2	浩漢食品廠有限公司	新北市三重區中正北路530巷17號	2022-01-17	2027-01-17	有效
2878	2879	中国台湾	糖果	CTWN27012201170035	D-112683198-00001-0	台湾比菲多酦酵股份有限公司	中国台湾台南市新市區中山路259號	2022-01-17	2027-01-17	暂停进口
2879	2880	中国台湾	糖果	CTWN27012201170033	D-146510300-00001-1	SIN NAN SUGAR FACTORY LTD	台南市南化区中坑里43号	2022-01-17	2027-01-17	有效
2880	2881	中国台湾	饼干、糕点、面包	CTWN25012201180082	22165244	永詮食品股份有限公司	桃园市观音区大同二路16号	2022-01-18	2027-01-18	暂停进口
2881	2882	中国台湾	酱油	CTWN28022201180022	54594388	食在良品國際有限公司	台中市豐原區大順街52號	2022-01-18	2027-01-18	有效
2882	2883	中国台湾	固体饮料	CTWN24082201180094	80315278	乙元珍企業有限公司	台中市烏日區環中路八段600-2號	2022-01-18	2027-01-18	有效
2883	2884	中国台湾	固体饮料	CTWN24082201180092	D-186956550-00000-5	統芳生物科技股份有限公司	台南市永康區中正路279巷2弄55號	2022-01-18	2027-01-18	有效
2884	2885	中国台湾	饼干、糕点、面包	CTWN25012201180081	H-104217017-00000-7	乖乖股份有限公司	桃園市中壢區東園路48號	2022-01-18	2027-01-18	暂停进口
2885	2886	中国台湾	其他糖	CTWN26052201180012	E-103794905-00044-7	台灣糖業股份有限公司小港廠	高雄市小港區小港里小港路133號	2022-01-18	2027-01-18	有效
2886	2887	中国台湾	糖浆	CTWN26042201180026	80315278	乙元珍企業有限公司	台中市烏日區環中路八段600-2號	2022-01-18	2027-01-18	有效
2887	2888	中国台湾	酱油	CTWN28022201180021	64860217	丸莊食品工業股份有限公司	中國台灣省雲林縣二崙鄉復興村隆興路12-30號	2022-01-18	2027-01-18	有效
2888	2889	中国台湾	茶叶类	CTWN21012201170063	80164927	上島食品股份有限公司	新北市新店區安康路二段321號	2022-01-17	2027-01-17	暂停进口
2889	2890	中国台湾	糖果	CTWN27012201170037	A-124322966-00000-2	梅翠思生物科技股份有限公司	台北市大安區敦化南路二段105號26樓	2022-01-17	2027-01-17	有效
2890	2891	中国台湾	蔬菜及其制品（保鲜和脱水蔬菜除外）	CTWN19012201200022	B-186087286-00000-4	冠億食品股份有限公司	台中市西屯區工業區三十五路67號	2022-01-20	2027-01-20	有效
2891	2892	中国台湾	粮食制品以及其它产品	CTWN20012201170082	08000081	甘寶生物科技有限公司	南投市東山里東山路13-8號	2022-01-17	2027-01-17	有效
2892	2893	中国台湾	糖果	CTWN27012201170032	D-116130471-00001-5	生展生物科技股份有限公司	台南市新营区开元路154号A栋	2022-01-17	2027-01-17	有效
2893	2894	中国台湾	巧克力	CTWN27022201170006	80569173	正慧食品工业股份有限公司	桃园市龙潭区⼯⼯路1 段171 号	2022-01-17	2027-01-17	有效
2894	2895	中国台湾	固体饮料	CTWN24082201170079	99705966	益力康生物科技有限公司	台南市南区彰南里新义路5号B区	2022-01-17	2027-01-17	暂停进口
2895	2896	中国台湾	糖果	CTWN27012201170036	D-112908577-00000-0	千口美企业有限公司	中国台湾省台南市永康区龙潭里中山北路264巷11弄12号	2022-01-17	2027-01-17	暂停进口
2896	2897	中国台湾	经烘焙的咖啡豆及其制品	CTWN29012201170013	E-142794782-00000-5	辰鎧國際餐飲顧問有限公司	中國台灣高雄市左營區博愛二路236號2樓	2022-01-17	2027-01-17	有效
2897	2898	中国台湾	固体饮料	CTWN24082201170077	09000526	九鼎欣業有限公司	中国台湾省云林县斗六市斗工二路76号	2022-01-17	2027-01-17	暂停进口
2898	2899	中国台湾	坚果及籽类制品	CTWN22012201170011	12891077	走遍天下食品有限公司	台灣新北市瑞芳區頂坪路139號	2022-01-17	2027-01-17	暂停进口
2899	2900	中国台湾	其他糖果、巧克力	CTWN27032201170013	80569173	正慧食品工业股份有限公司	桃园市龙潭区⼯⼯路1 段171 号	2022-01-17	2027-01-17	有效
2900	2901	中国台湾	粮食制品以及其它产品	CTWN20012201200095	TW2200012	洞天山堂股份有限公司	台灣台南關廟區保東一街355號	2022-01-20	2027-01-20	有效
2901	2902	中国台湾	茶叶类	CTWN21012201200082	53978908	世界通物流有限公司	臺中市太平區新高里立行街99巷1號1樓	2022-01-20	2027-01-20	有效
2902	2903	中国台湾	粮食制品以及其它产品	CTWN20012201200089	99635120	鮮味食品廠	台中市霧峰區新厝路261巷10弄8-1號	2022-01-20	2027-01-20	有效
2903	2904	中国台湾	茶叶类	CTWN21012201200078	47394413	德香茶業	雲林縣斗六市三平里斗六六路21號	2022-01-20	2027-01-20	有效
2904	2905	中国台湾	茶叶类	CTWN21012201200081	CN-71	梅山茶葉行	南投縣竹山鎮大勇路66巷1號	2022-01-20	2027-01-20	暂停进口
2905	2906	中国台湾	茶叶类	CTWN21012201200079	27616872	茶茂合国际有限公司	台湾台中市南屯区黎明路二段141号	2022-01-20	2027-01-20	有效
2906	2907	中国台湾	茶叶类	CTWN21012201200077	53971686	龍晨國際事業有限公司	台灣省南投縣鹿谷鄉初鄉村中正路3段293號	2022-01-20	2027-01-20	暂停进口
2907	2908	中国台湾	茶叶类	CTWN21012201200080	24882361	麒麟茶業企業股份有限公司	南投縣竹山鎮集山路三段386之6號	2022-01-20	2027-01-20	有效
2908	2909	中国台湾	植物饮料	CTWN24072201170016	28684243.	台湾四季康美有限公司	台北市大同区重庆北路三段152巷35号1楼	2022-01-17	2027-01-17	有效
2909	2910	中国台湾	冷冻饮品及其制作料、食用冰	CTWN24112201170002	80671769	六角國際事業股份有限公司	竹北市高鐵九路98號	2022-01-17	2027-01-17	有效
2910	2911	中国台湾	包装饮用水	CTWN24012201210007	28647584	泓发乐活氏水科技服务股份有限公司	花蓮縣花蓮市美工路56號	2022-01-21	2027-01-21	暂停进口
2911	2912	中国台湾	植物饮料	CTWN24072201210026	12800631	优生生物科技股份有限公司	中国台湾省台中市西屯区科园路26号	2022-01-21	2027-01-21	暂停进口
2912	2913	中国台湾	冷冻饮品及其制作料、食用冰	CTWN24112201210003	E-168339681-00001-7	奇美食品股份有限公司湖內廠	高雄市湖內區公館里中山路二段51號	2022-01-21	2027-01-21	有效
2913	2914	中国台湾	粮食制品以及其它产品	CTWN20012201200096	D-145891169-00000-4	嘉泰生技有限公司	台灣省台南市南區金華里賢南街78號1樓	2022-01-20	2027-01-20	暂停进口
2914	2915	中国台湾	粮食制品以及其它产品	CTWN20012201200094	37946520	ZHEN-LI COMPANY	新竹县湖口乡凤凰村中华路70号	2022-01-20	2027-01-20	有效
2915	2916	中国台湾	果蔬汁及其饮料	CTWN24022201180022	B-154123697-00003-9	台盈有限公司	台湾省台中市大雅区德胜路106巷8号	2022-01-18	2027-01-18	有效
2916	2917	中国台湾	蛋白饮料	CTWN24032201180013	86278150	廣吉食品股份有限公司	中國台灣台南市仁德區文賢路一段508-35號	2022-01-18	2027-01-18	有效
2917	2918	中国台湾	果蔬汁及其饮料	CTWN24022201180021	65007966	橋登國際企業有限公司生技二廠	新北市深坑區北深路三段270巷16號7樓之4	2022-01-18	2027-01-18	暂停进口
2918	2919	中国台湾	包装饮用水	CTWN24012201180006	89397503	臺鹽實業股份有限公司	苗栗縣通霄鎮內島里122號	2022-01-18	2027-01-18	有效
2919	2920	中国台湾	酱油	CTWN28022201170018	05698174	味榮食品工業股份有限公司	台中市豐原區西勢路701號	2022-01-17	2027-01-17	暂停进口
2920	2921	中国台湾	坚果及籽类制品	CTWN22012201200013	B-180231138-00001-6	欣園食品有限公司	潭子區潭富路一段81號	2022-01-20	2027-01-20	有效
2921	2922	中国台湾	粮食制品以及其它产品	CTWN20012201200090	D-168339681-00004-9	奇美食品股份有限公司仁德廠	台南市仁德區仁愛里機場路1008號	2022-01-20	2027-01-20	有效
2922	2923	中国台湾	粮食制品以及其它产品	CTWN20012201200092	61850622	佳思多全球贸易有限公司	彰化县福兴乡沿海路四段596号	2022-01-20	2027-01-20	有效
2923	2924	中国台湾	植物饮料	CTWN24072201180019	TW2100165	蔻拉蜜生物科技有限公司	台湾高雄市盐埕区五福四路140号1楼	2022-01-18	2027-01-18	暂停进口
2924	2925	中国台湾	其他调味品	CTWN28052201170044	99654582	立宏食品有限公司	雲林縣元長鄉山內村頂山路17-12號	2022-01-17	2027-01-17	暂停进口
2925	2926	中国台湾	其他饮料	CTWN24092201170054	99705966	益力康生物科技有限公司	台南市南区彰南里新义路5号B区	2022-01-17	2027-01-17	暂停进口
2926	2927	中国台湾	其他饮料	CTWN24092201170055	80158360	瑞莎生技有限公司	台北市中山区南京东路2段137号14楼	2022-01-17	2027-01-17	有效
2927	2928	中国台湾	其他饮料	CTWN24092201170057	D-116130471-00001-5	生展生物科技股份有限公司	台南市新营区开元路154号A栋	2022-01-17	2027-01-17	有效
2928	2929	中国台湾	其他饮料	CTWN24092201170056	27470270	伍鑫酵素工业有限公司	嘉义县民雄乡平和村双援段6—2号621	2022-01-17	2027-01-17	有效
2929	2930	中国台湾	其他调味品	CTWN28052201170042	12338577	宝祥贸易股份有限公司	桃园市桃园区汴洲里春日路1434巷168号	2022-01-17	2027-01-17	有效
2930	2931	中国台湾	粮食制品以及其它产品	CTWN20012201200091	A170370357000000	台朔环保科技股份有限公司	台湾省台北市松山区敦化北路201之24号5楼	2022-01-20	2027-01-20	有效
2931	2932	中国台湾	粮食制品以及其它产品	CTWN20012201200093	36031978	松记食品工业有限公司	新北市新庄区头前路2巷7号	2022-01-20	2027-01-20	暂停进口
2932	2933	中国台湾	植物饮料	CTWN24072201180018	27680058	蕾迪诗生物科技股份有限公司	屏东长治乡德和村6邻圆西二路38號3樓	2022-01-18	2027-01-18	暂停进口
2933	2934	中国台湾	植物饮料	CTWN24072201180020	H-127648038-00002-5	台湾德瑞特生物科技股份有限公司	桃园市新屋区社子里社子路92巷69号	2022-01-18	2027-01-18	暂停进口
2934	2935	中国台湾	其他调味品	CTWN28052201170040	05698174	味榮食品工業股份有限公司	台中市豐原區西勢路701號	2022-01-17	2027-01-17	暂停进口
2935	2936	中国台湾	其他调味品	CTWN28052201170041	B-125085906-00000-4	百格利股份有限公司	南投縣名間鄉彰南路241-33號	2022-01-17	2027-01-17	有效
2936	2937	中国台湾	蒸馏酒及其配制酒	CTWN23022201170014	J-156022006-00001-9	傳奇酒業股份有限公司	新竹縣湖口鄉鳳山村仁政路3號	2022-01-17	2027-01-17	暂停进口
2937	2938	中国台湾	固体饮料	CTWN24082201170072	D-145891169-00000-4	嘉泰生技有限公司	台灣省台南市南區金華里賢南街78號	2022-01-17	2027-01-17	暂停进口
2938	2939	中国台湾	碳酸饮料	CTWN24042201170006	91105138	啾啾良品实业有限公司	台北市松山区三民路43巷19号4楼	2022-01-17	2027-01-17	有效
2939	2940	中国台湾	其他调味品	CTWN28052201170043	22238160	狀元醬油股份有限公司	沙田路一段388巷35-9號	2022-01-17	2027-01-17	有效
2940	2941	中国台湾	蒸馏酒及其配制酒	CTWN23022201200015	86977963	北成生物科技股份有限公司	南投縣竹山鎮延平里東鄉路３之6號	2022-01-20	2027-01-20	有效
2941	2942	中国台湾	固体饮料	CTWN24082201170073	H-154777730-00000-5	康沅國際股份有限公司	桃園市龜山區民生北路一段40-7號4樓之1	2022-01-17	2027-01-17	有效
2942	2943	中国台湾	固体饮料	CTWN24082201170076	07-002331	富昱生化科技股份有限公司	彰化縣溪湖鎮西溪里忠溪路178巷28號	2022-01-17	2027-01-17	有效
2943	2944	中国台湾	固体饮料	CTWN24082201170080	28684243.	台湾四季康美有限公司	台北市大同区重庆北路三段152巷35号1楼	2022-01-17	2027-01-17	有效
2944	2945	中国台湾	固体饮料	CTWN24082201170081	53016585	香港商克緹國際企業有限公司台灣分公司	新竹市樹下里牛埔南路388號	2022-01-17	2027-01-17	有效
2945	2946	中国台湾	其他饮料	CTWN24092201170053	89315539	弘陽食品股份有限公司	雲林縣四湖鄉鹿場村下鹿場98號	2022-01-17	2027-01-17	有效
2946	2947	中国台湾	固体饮料	CTWN24082201170082	27470270	伍鑫酵素工业有限公司	嘉义县民雄乡平和村双援段6—2号621	2022-01-17	2027-01-17	有效
2947	2948	中国台湾	固体饮料	CTWN24082201170078	53788908	歐穀林國際有限公司	台中市豐原區大順街52號	2022-01-17	2027-01-17	有效
2948	2949	中国台湾	固体饮料	CTWN24082201170074	16382525	金佳鋒生物科技股份有限公司	中國台灣省台中市霧峰區南柳里新厝路261巷10弄22號	2022-01-17	2027-01-17	有效
2949	2950	中国台湾	饼干、糕点、面包	CTWN25012201170074	27491373	安堡食品股份有限公司	中國台灣桃園市八德區和平路'704巷9、11號	2022-01-17	2027-01-17	暂停进口
2950	2951	中国台湾	饼干、糕点、面包	CTWN25012201170077	A-180490319-00000-2	维格饼家股份有限公司	中国台湾省新北市五股区成泰路1段87号	2022-01-17	2027-01-17	有效
2951	2952	中国台湾	经烘焙的咖啡豆及其制品	CTWN29012201170012	80703170	東山菁企業有限公司	嘉義市西區友愛路512號	2022-01-17	2027-01-17	暂停进口
2952	2953	中国台湾	固体饮料	CTWN24082201170075	A-124322966-00000-2	梅翠思生物科技股份有限公司	台北市大安區敦化南路二段105號26樓	2022-01-17	2027-01-17	有效
2953	2954	中国台湾	饼干、糕点、面包	CTWN25012201170075	28055292	犂記有限公司	台中市西區公正里東興路三段39號1樓	2022-01-17	2027-01-17	有效
